h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality
892830c522bffff,Woodland Hills Apartment Homes NW 10,,53.5,4.28,24.0,routed,267.0,approach-review
892830c522fffff,Emerald Cove Mobile Home Park SE 8,,51.4,4.11,761.0,routed,89.0,network-estimate
892830c5233ffff,Woodland Hills Apartment Homes W 11,,57.9,4.63,0.0,routed,486.0,approach-review
892830c5237ffff,Lawlor Estates SE 3,,57.6,4.61,0.0,routed,509.0,approach-review
892830c523bffff,Woodland Hills Apartment Homes W 8,,56.7,4.53,0.0,routed,436.0,approach-review
892830c5243ffff,Woodland Hills Apartment Homes NW,,22.7,1.82,1295.0,routed,132.0,approach-review
892830c5247ffff,Woodland Hills Apartment Homes NW 2,,28.6,2.29,230.0,routed,190.0,approach-review
892830c524bffff,Woodland Hills Apartment Homes N,,23.2,1.85,1366.0,routed,78.0,network-estimate
892830c524fffff,Woodland Hills Apartment Homes N 2,,28.7,2.29,967.0,routed,110.0,approach-review
892830c5253ffff,Woodland Hills Apartment Homes W,,19.1,1.53,1559.0,routed,132.0,approach-review
892830c5257ffff,Woodland Hills Apartment Homes W 2,,22.3,1.78,506.0,routed,273.0,approach-review
892830c525bffff,Woodland Hills Apartment Homes,,18.8,1.51,1780.0,routed,191.0,approach-review
892830c5263ffff,Woodland Hills Apartment Homes NW 6,,42.6,3.41,0.0,routed,324.0,approach-review
892830c5267ffff,Woodland Hills Apartment Homes NW 9,,40.6,3.25,0.0,routed,212.0,approach-review
892830c526bffff,Woodland Hills Apartment Homes NW 5,,30.8,2.47,522.0,routed,187.0,approach-review
892830c526fffff,Woodland Hills Apartment Homes NW 8,,38.2,3.05,336.0,routed,67.0,network-estimate
892830c5273ffff,Woodland Hills Apartment Homes NW 4,,33.6,2.69,0.0,routed,455.0,approach-review
892830c5277ffff,Woodland Hills Apartment Homes NW 7,,49.5,3.96,0.0,routed,379.0,approach-review
892830c527bffff,Woodland Hills Apartment Homes NW 3,,32.8,2.62,174.0,routed,203.0,approach-review
892830c52a3ffff,Woodland Hills Apartment Homes W 13,,66.4,5.31,0.0,routed,454.0,approach-review
892830c52abffff,Woodland Hills Apartment Homes W 9,,62.4,4.99,0.0,routed,690.0,approach-review
892830c52afffff,Woodland Hills Apartment Homes W 14,,61.4,4.91,0.0,routed,611.0,approach-review
892830c52bbffff,Woodland Hills Apartment Homes W 10,,67.8,5.43,0.0,routed,571.0,approach-review
892830c52c3ffff,Woodland Hills Apartment Homes SW 3,,16.5,1.32,230.0,routed,245.0,approach-review
892830c52cbffff,Woodland Hills Apartment Homes SW,,13.1,1.05,1383.0,routed,129.0,approach-review
892830c52cfffff,Woodland Hills Apartment Homes SW 2,,18.0,1.44,590.0,routed,126.0,approach-review
892830c52d3ffff,Woodland Hills Apartment Homes SW 4,,17.6,1.41,0.0,routed,453.0,approach-review
892830c52dbffff,Woodland Hills Apartment Homes S 2,,13.3,1.06,290.0,routed,268.0,approach-review
892830c5303ffff,Lawlor Estates S,,70.8,5.66,0.0,routed,175.0,approach-review
892830c5307ffff,Oak Hills E 3,,73.2,5.86,1129.0,routed,78.0,network-estimate
892830c530bffff,Lawlor Estates E,,64.4,5.15,352.0,routed,201.0,approach-review
892830c530fffff,Lawlor Estates,,66.6,5.33,1323.0,routed,97.0,network-estimate
892830c5317ffff,Oak Hills E 2,,79.6,6.37,603.0,routed,121.0,approach-review
892830c5323ffff,Oak Hills N 2,,75.1,6.01,258.0,routed,25.0,network-estimate
892830c5327ffff,Oak Hills N 3,,87.9,7.03,148.0,routed,184.0,approach-review
892830c532bffff,Westwood Village SE,,64.0,5.12,875.0,routed,103.0,approach-review
892830c532fffff,Westwood Village,,68.7,5.5,1571.0,routed,81.0,network-estimate
892830c5333ffff,Oak Hills NE,,74.9,5.99,1618.0,routed,156.0,approach-review
892830c5337ffff,Oak Hills N,,77.6,6.21,1594.0,routed,139.0,approach-review
892830c533bffff,Oak Hills Apartments,,69.6,5.57,1588.0,routed,11.0,network-estimate
892830c5343ffff,Emerald Cove Mobile Home Park S 4,,55.3,4.43,1152.0,routed,133.0,approach-review
892830c5347ffff,Emerald Cove Mobile Home Park S 3,,58.5,4.68,1416.0,routed,179.0,approach-review
892830c534bffff,Emerald Cove Mobile Home Park SE 3,,50.0,4.0,1288.0,routed,106.0,approach-review
892830c534fffff,Emerald Cove Mobile Home Park S 2,,55.0,4.4,1808.0,routed,111.0,approach-review
892830c5353ffff,Lawlor Estates E 3,,58.3,4.66,249.0,routed,279.0,approach-review
892830c5357ffff,Lawlor Estates E 2,,61.7,4.94,1053.0,routed,230.0,approach-review
892830c535bffff,Emerald Cove Mobile Home Park SE 5,,51.0,4.08,814.0,routed,218.0,approach-review
892830c5363ffff,Emerald Cove Mobile Home Park SW,,53.6,4.29,839.0,routed,109.0,approach-review
892830c5367ffff,Fair Hill Mobile Home Park,,59.5,4.76,419.0,routed,102.0,approach-review
892830c536bffff,Emerald Cove Mobile Home Park,,50.9,4.08,1712.0,routed,48.0,network-estimate
892830c536fffff,Emerald Cove Mobile Home Park W,,53.1,4.25,1460.0,routed,189.0,approach-review
892830c5373ffff,Lawlor Estates NE,,61.7,4.94,1223.0,routed,159.0,approach-review
892830c5377ffff,Ambrose Park,,73.3,5.87,580.0,routed,112.0,approach-review
892830c537bffff,Emerald Cove Mobile Home Park S,,52.2,4.17,610.0,routed,186.0,approach-review
892830c5387ffff,Oak Hills SE 2,,87.9,7.03,382.0,routed,317.0,approach-review
892830c538fffff,Oak Hills SE 3,,85.3,6.83,513.0,routed,315.0,approach-review
892830c5397ffff,Oak Hills S 5,,92.4,7.39,305.0,routed,552.0,approach-review
892830c53a3ffff,Oak Hills S,,83.9,6.71,876.0,routed,212.0,approach-review
892830c53a7ffff,Oak Hills W,,86.6,6.93,1179.0,routed,100.0,network-estimate
892830c53abffff,Oak Hills E,,78.7,6.29,1032.0,routed,50.0,network-estimate
892830c53afffff,Oak Hills,,81.6,6.53,759.0,routed,89.0,network-estimate
892830c53b3ffff,Oak Hills S 2,,87.4,6.99,572.0,routed,221.0,approach-review
892830c53b7ffff,Oak Hills SW,,90.2,7.22,1047.0,routed,97.0,network-estimate
892830c53bbffff,Oak Hills SE,,83.9,6.72,1419.0,routed,76.0,network-estimate
892830c53c3ffff,Oak Hills E 5,,66.9,5.35,0.0,routed,286.0,approach-review
892830c53c7ffff,Oak Hills E 4,,88.4,7.07,0.0,routed,307.0,approach-review
892830c53cbffff,Lawlor Estates SE 2,,60.9,4.87,0.0,routed,305.0,approach-review
892830c53cfffff,Lawlor Estates SE,,62.8,5.02,370.0,routed,170.0,approach-review
892830c53dbffff,Oak Hills E 6,,67.4,5.39,0.0,routed,535.0,approach-review
892830c564bffff,Woodland Hills Apartment Homes S 11,,17.5,1.4,458.0,routed,63.0,network-estimate
892830c564fffff,Woodland Hills Apartment Homes S 10,,21.1,1.69,0.0,routed,352.0,approach-review
892830c566bffff,Woodland Hills Apartment Homes S 6,,19.2,1.54,0.0,routed,581.0,approach-review
892830c567bffff,Woodland Hills Apartment Homes S 9,,22.6,1.81,0.0,routed,849.0,approach-review
892830c5803ffff,California Skyline W 2,,77.3,6.19,0.0,routed,503.0,approach-review
892830c5807ffff,California Skyline W 4,,79.3,6.35,316.0,routed,699.0,approach-review
892830c580bffff,California Skyline W,,80.6,6.45,0.0,routed,336.0,approach-review
892830c580fffff,California Skyline W 3,,88.2,7.06,269.0,routed,167.0,approach-review
892830c5813ffff,California Skyline SW 3,,72.8,5.82,0.0,routed,430.0,approach-review
892830c5817ffff,California Skyline W 5,,75.0,6.0,387.0,routed,499.0,approach-review
892830c581bffff,California Skyline SW,,75.6,6.05,0.0,routed,363.0,approach-review
892830c5833ffff,California Skyline W 7,,84.1,6.73,0.0,routed,597.0,approach-review
892830c5843ffff,California Skyline NE,,85.7,6.86,1886.0,routed,138.0,approach-review
892830c5847ffff,California Skyline NW,,86.1,6.89,466.0,routed,115.0,approach-review
892830c584bffff,Shore Acres SW 2,,91.2,7.3,575.0,routed,45.0,network-estimate
892830c584fffff,Shore Acres W 3,,89.1,7.13,520.0,routed,133.0,approach-review
892830c5853ffff,California Skyline SE,,81.9,6.55,1722.0,routed,74.0,network-estimate
892830c5857ffff,California Skyline,,85.3,6.82,851.0,routed,242.0,approach-review
892830c585bffff,Mariners Bay Mobile Home Park SW,,85.9,6.87,1312.0,routed,161.0,approach-review
892830c5873ffff,California Skyline NW 2,,87.8,7.02,85.0,routed,247.0,approach-review
892830c5883ffff,California Skyline SW 6,,65.7,5.26,205.0,routed,66.0,network-estimate
892830c5887ffff,California Skyline SW 7,,67.6,5.41,343.0,routed,200.0,approach-review
892830c588bffff,California Skyline SW 4,,67.1,5.37,0.0,routed,247.0,approach-review
892830c588fffff,California Skyline SW 5,,69.4,5.56,0.0,routed,353.0,approach-review
892830c5893ffff,Positano at San Marco W 8,,58.7,4.7,945.0,routed,62.0,network-estimate
892830c5897ffff,California Skyline SW 8,,63.7,5.1,485.0,routed,137.0,approach-review
892830c589bffff,Positano at San Marco W 6,,65.1,5.21,381.0,routed,102.0,approach-review
892830c58a3ffff,California Skyline W 10,,75.5,6.04,0.0,routed,537.0,approach-review
892830c58a7ffff,California Skyline W 11,,78.2,6.25,0.0,routed,667.0,approach-review
892830c58abffff,California Skyline W 6,,76.2,6.1,0.0,routed,591.0,approach-review
892830c58afffff,California Skyline W 9,,79.3,6.35,0.0,routed,697.0,approach-review
892830c58b3ffff,California Skyline SW 9,,71.5,5.72,0.0,routed,374.0,approach-review
892830c58b7ffff,California Skyline W 12,,73.5,5.88,0.0,routed,364.0,approach-review
892830c58bbffff,California Skyline W 8,,71.8,5.74,89.0,routed,344.0,approach-review
892830c58c3ffff,California Skyline S 3,,73.0,5.84,612.0,routed,68.0,network-estimate
892830c58c7ffff,California Skyline SW 2,,72.4,5.79,443.0,routed,158.0,approach-review
892830c58cbffff,California Skyline S 2,,76.7,6.14,334.0,routed,229.0,approach-review
892830c58cfffff,California Skyline S,,76.0,6.08,1451.0,routed,161.0,approach-review
892830c58d3ffff,Positano at San Marco NW 2,,66.7,5.34,0.0,routed,238.0,approach-review
892830c58d7ffff,California Skyline S 4,,68.1,5.45,365.0,routed,135.0,approach-review
892830c58dbffff,Positano at San Marco N 2,,77.0,6.16,0.0,routed,368.0,approach-review
892830c5a03ffff,Shore Acres NE 2,,101.7,8.13,0.0,routed,374.0,approach-review
892830c5a07ffff,Shore Acres N 3,,106.0,8.48,0.0,routed,494.0,approach-review
892830c5a0bffff,Shore Acres NE 5,,101.6,8.13,0.0,routed,377.0,approach-review
892830c5a0fffff,Shore Acres NE 4,,105.5,8.44,0.0,routed,622.0,approach-review
892830c5a13ffff,Shore Acres NE,,98.9,7.91,625.0,routed,182.0,approach-review
892830c5a17ffff,Shore Acres N,,106.2,8.5,498.0,routed,113.0,approach-review
892830c5a1bffff,Shore Acres NE 3,,97.6,7.81,0.0,routed,120.0,approach-review
892830c5a2bffff,Shore Acres N 6,,114.0,9.12,0.0,routed,952.0,approach-review
892830c5a3bffff,Shore Acres N 4,,110.1,8.81,0.0,routed,820.0,approach-review
892830c5a43ffff,Shore Acres NE 9,,99.5,7.96,0.0,routed,713.0,approach-review
892830c5a47ffff,Shore Acres NE 8,,103.8,8.31,0.0,routed,557.0,approach-review
892830c5a4bffff,Shore Acres NE 14,,103.0,8.24,0.0,routed,1046.0,approach-review
892830c5a4fffff,Shore Acres NE 12,,104.1,8.33,0.0,routed,1020.0,approach-review
892830c5a53ffff,Shore Acres E 4,,91.0,7.28,0.0,routed,548.0,approach-review
892830c5a57ffff,Shore Acres NE 6,,99.8,7.99,0.0,routed,239.0,approach-review
892830c5a5bffff,Shore Acres NE 13,,91.8,7.35,0.0,routed,784.0,approach-review
892830c5a63ffff,Shore Acres NE 10,,110.1,8.81,0.0,routed,1062.0,approach-review
892830c5a67ffff,Shore Acres N 7,,113.8,9.11,0.0,routed,1290.0,approach-review
892830c5a6bffff,Shore Acres NE 15,,112.5,9.0,0.0,routed,1253.0,approach-review
892830c5a6fffff,Shore Acres N 9,,114.5,9.16,0.0,routed,1413.0,approach-review
892830c5a73ffff,Shore Acres NE 7,,105.8,8.46,0.0,routed,714.0,approach-review
892830c5a77ffff,Shore Acres N 5,,109.6,8.77,0.0,routed,949.0,approach-review
892830c5a7bffff,Shore Acres NE 11,,108.1,8.65,0.0,routed,903.0,approach-review
892830c5a83ffff,Shore Acres SE,,99.0,7.92,1165.0,routed,71.0,network-estimate
892830c5a87ffff,Shore Acres SW,,97.1,7.77,940.0,routed,69.0,network-estimate
892830c5a8bffff,Shore Acres E,,98.5,7.88,1500.0,routed,108.0,approach-review
892830c5a8fffff,Shore Acres,,102.3,8.19,1680.0,routed,190.0,approach-review
892830c5a93ffff,Mariners Bay Mobile Home Park SE,,93.0,7.44,272.0,routed,194.0,approach-review
892830c5a97ffff,Mariners Bay Mobile Home Park,,93.7,7.5,1885.0,routed,85.0,network-estimate
892830c5a9bffff,Shore Acres SE 2,,93.9,7.52,878.0,routed,81.0,network-estimate
892830c5aa3ffff,Shore Acres NW 2,,99.1,7.93,1279.0,routed,31.0,network-estimate
892830c5aa7ffff,Shore Acres NW 3,,98.0,7.84,519.0,routed,294.0,approach-review
892830c5aabffff,Shore Acres N 2,,103.7,8.29,275.0,routed,340.0,approach-review
892830c5ab3ffff,Shore Acres W,,94.5,7.56,1369.0,routed,162.0,approach-review
892830c5ab7ffff,Shore Acres W 2,,93.6,7.49,755.0,routed,120.0,approach-review
892830c5abbffff,Shore Acres NW,,101.1,8.09,1710.0,routed,35.0,network-estimate
892830c5ac3ffff,Anchor Square Apartments NE,,91.3,7.31,0.0,routed,168.0,approach-review
892830c5ac7ffff,Shore Acres E 2,,95.2,7.62,764.0,routed,119.0,approach-review
892830c5acbffff,Anchor Square Apartments NE 2,,87.0,6.96,0.0,routed,380.0,approach-review
892830c5acfffff,Shore Acres E 3,,92.2,7.37,0.0,routed,235.0,approach-review
892830c5ad3ffff,Club Marina NE,,86.9,6.95,1037.0,routed,177.0,approach-review
892830c5ad7ffff,Anchor Square Apartments,,93.0,7.44,1250.0,routed,39.0,network-estimate
892830c5adbffff,Anchor Square Apartments E,,86.1,6.89,0.0,routed,325.0,approach-review
892830c5c23ffff,Positano at San Marco W 11,,46.8,3.75,617.0,routed,261.0,approach-review
892830c5c27ffff,Positano at San Marco W 12,,49.7,3.98,932.0,routed,38.0,network-estimate
892830c5c2bffff,Positano at San Marco W 7,,51.9,4.15,374.0,routed,206.0,approach-review
892830c5c2fffff,Positano at San Marco W 10,,51.3,4.1,591.0,routed,343.0,approach-review
892830c5c33ffff,Positano at San Marco SW 4,,46.2,3.7,196.0,routed,212.0,approach-review
892830c5c37ffff,Positano at San Marco W 13,,45.5,3.64,363.0,routed,155.0,approach-review
892830c5c3bffff,Positano at San Marco W 9,,49.4,3.95,0.0,routed,468.0,approach-review
892830c5c43ffff,Positano at San Marco S 3,,74.7,5.97,0.0,routed,391.0,approach-review
892830c5c47ffff,Positano at San Marco SW 2,,62.3,4.99,0.0,routed,599.0,approach-review
892830c5c4bffff,Positano at San Marco S 2,,113.0,9.04,167.0,routed,236.0,approach-review
892830c5c4fffff,Positano at San Marco S,,116.2,9.3,71.0,routed,401.0,approach-review
892830c5c53ffff,Positano at San Marco S 6,,64.2,5.14,0.0,routed,532.0,approach-review
892830c5c57ffff,Positano at San Marco S 5,,60.0,4.8,0.0,routed,499.0,approach-review
892830c5c5bffff,Positano at San Marco S 4,,87.8,7.02,0.0,routed,238.0,approach-review
892830c5c63ffff,Positano at San Marco W 2,,62.1,4.97,0.0,routed,145.0,approach-review
892830c5c67ffff,Positano at San Marco W 4,,61.6,4.93,367.0,routed,215.0,approach-review
892830c5c6bffff,Positano at San Marco W,,64.0,5.12,629.0,routed,163.0,approach-review
892830c5c6fffff,Positano at San Marco W 3,,61.3,4.9,235.0,routed,190.0,approach-review
892830c5c73ffff,Positano at San Marco SW 3,,66.5,5.32,0.0,routed,434.0,approach-review
892830c5c77ffff,Positano at San Marco W 5,,64.7,5.18,0.0,routed,307.0,approach-review
892830c5c7bffff,Positano at San Marco SW,,67.1,5.37,0.0,routed,412.0,approach-review
892830c5ccbffff,Positano at San Marco S 8,,63.9,5.11,0.0,routed,415.0,approach-review
892830c5d43ffff,California Skyline SW 13,,58.0,4.64,0.0,routed,258.0,approach-review
892830c5d47ffff,California Skyline SW 14,,61.3,4.91,0.0,routed,421.0,approach-review
892830c5d4bffff,California Skyline SW 10,,64.9,5.19,821.0,routed,253.0,approach-review
892830c5d4fffff,California Skyline SW 12,,69.0,5.52,388.0,routed,241.0,approach-review
892830c5d53ffff,Positano at San Marco W 14,,54.0,4.32,236.0,routed,73.0,network-estimate
892830c5d57ffff,California Skyline SW 15,,56.5,4.52,0.0,routed,184.0,approach-review
892830c5d5bffff,California Skyline SW 11,,53.6,4.29,327.0,routed,272.0,approach-review
892830c5d7bffff,California Skyline W 13,,73.4,5.87,401.0,routed,351.0,approach-review
892830c5dcbffff,Positano at San Marco W 15,,46.9,3.75,223.0,routed,236.0,approach-review
892830c5dcfffff,Positano at San Marco W 16,,50.8,4.06,254.0,routed,95.0,network-estimate
892830c5e03ffff,Toscana,,95.0,7.6,2533.0,routed,92.0,network-estimate
892830c5e07ffff,San Marco Villas,,103.9,8.31,1219.0,routed,68.0,network-estimate
892830c5e0bffff,Crestview Mobile Home Village,,90.0,7.2,841.0,routed,155.0,approach-review
892830c5e0fffff,Crestview Mobile Home Village W,,88.3,7.06,1161.0,routed,131.0,approach-review
892830c5e13ffff,Toscana S,,96.0,7.68,359.0,routed,159.0,approach-review
892830c5e17ffff,San Marco Villas S,,96.8,7.75,1221.0,routed,159.0,approach-review
892830c5e1bffff,Toscana SE,,90.1,7.21,2574.0,routed,74.0,network-estimate
892830c5e23ffff,San Marco Villas NW 2,,85.3,6.83,1202.0,routed,114.0,approach-review
892830c5e27ffff,California Skyline SE 2,,83.3,6.67,1068.0,routed,26.0,network-estimate
892830c5e2bffff,Mariners Bay Mobile Home Park SE 2,,93.5,7.48,1091.0,routed,41.0,network-estimate
892830c5e2fffff,Mariners Bay Mobile Home Park S,,87.3,6.99,773.0,routed,196.0,approach-review
892830c5e33ffff,San Marco Villas NW,,103.4,8.27,448.0,routed,191.0,approach-review
892830c5e37ffff,San Marco Villas NW 3,,80.8,6.46,826.0,routed,148.0,approach-review
892830c5e3bffff,San Marco Villas N,,88.3,7.06,1016.0,routed,98.0,network-estimate
892830c5e43ffff,Elaine Null Court,,79.8,6.38,1277.0,routed,65.0,network-estimate
892830c5e47ffff,Crestview Mobile Home Village E,,81.7,6.54,1230.0,routed,101.0,approach-review
892830c5e4bffff,Alves Lane Mini-Park,,75.8,6.06,1193.0,routed,113.0,approach-review
892830c5e4fffff,Rivershore Apartments SE,,75.6,6.05,1876.0,routed,70.0,network-estimate
892830c5e53ffff,Oak Hills N 4,,85.4,6.84,1202.0,routed,74.0,network-estimate
892830c5e57ffff,Toscana E,,89.5,7.16,993.0,routed,72.0,network-estimate
892830c5e5bffff,Deanza Apartments,,74.1,5.93,1181.0,routed,96.0,network-estimate
892830c5e63ffff,Willow View Apartments,,84.1,6.73,1577.0,routed,87.0,network-estimate
892830c5e67ffff,Club Marina SW,,89.6,7.17,857.0,routed,164.0,approach-review
892830c5e6bffff,Mission Bay Apartments,,82.5,6.6,1920.0,routed,25.0,network-estimate
892830c5e6fffff,Club Marina,,88.6,7.09,2366.0,routed,57.0,network-estimate
892830c5e73ffff,Crestview Mobile Home Village N,,84.2,6.73,1645.0,routed,78.0,network-estimate
892830c5e77ffff,Crestview Mobile Home Village NW,,87.6,7.0,1077.0,routed,108.0,approach-review
892830c5e7bffff,Rivershore Apartments,,79.0,6.32,1664.0,routed,40.0,network-estimate
892830c5e83ffff,Vista Del Mar W 2,,104.8,8.38,1344.0,routed,116.0,approach-review
892830c5e87ffff,Positano at San Marco SE 2,,107.4,8.59,2464.0,routed,92.0,network-estimate
892830c5e8bffff,Vista Del Mar NW 3,,103.7,8.3,1847.0,routed,161.0,approach-review
892830c5e8fffff,San Marco Villas S 2,,101.8,8.14,2164.0,routed,103.0,approach-review
892830c5e93ffff,Vista Del Mar W 3,,95.3,7.62,155.0,routed,236.0,approach-review
892830c5e97ffff,Positano at San Marco SE 3,,108.9,8.71,410.0,routed,202.0,approach-review
892830c5e9bffff,Vista Del Mar W,,100.3,8.02,1932.0,routed,143.0,approach-review
892830c5ea3ffff,Positano at San Marco NE,,107.3,8.58,2487.0,routed,136.0,approach-review
892830c5ea7ffff,Positano at San Marco NW,,68.4,5.47,179.0,routed,215.0,approach-review
892830c5eabffff,San Marco Villas SW,,100.4,8.03,1618.0,routed,86.0,network-estimate
892830c5eafffff,Positano at San Marco N,,104.2,8.33,227.0,routed,373.0,approach-review
892830c5eb3ffff,Positano at San Marco SE,,111.6,8.93,2272.0,routed,135.0,approach-review
892830c5eb7ffff,Positano at San Marco,,68.6,5.49,1046.0,routed,170.0,approach-review
892830c5ebbffff,Positano at San Marco E,,108.1,8.65,1612.0,routed,140.0,approach-review
892830c5ec3ffff,Vista Del Mar N,,87.6,7.01,1389.0,routed,205.0,approach-review
892830c5ec7ffff,Vista Del Mar NW 2,,92.4,7.39,569.0,routed,313.0,approach-review
892830c5ecbffff,Oak Hills NW 2,,81.6,6.53,1967.0,routed,125.0,approach-review
892830c5ecfffff,Oak Hills NW 3,,85.9,6.87,1692.0,routed,149.0,approach-review
892830c5ed3ffff,Vista Del Mar,,91.8,7.34,1523.0,routed,109.0,approach-review
892830c5ed7ffff,Vista Del Mar NW,,97.0,7.76,1209.0,routed,107.0,approach-review
892830c5edbffff,Oak Hills NW,,83.9,6.71,1084.0,routed,161.0,approach-review
892830cc437ffff,Pittsburg NE 40,,58.6,4.69,0.0,routed,1953.0,approach-review
892830cc487ffff,Edgewater Apartment Homes NE 27,,44.3,3.54,0.0,routed,832.0,approach-review
892830cc493ffff,Edgewater Apartment Homes NE 25,,42.6,3.41,0.0,routed,589.0,approach-review
892830cc497ffff,Edgewater Apartment Homes NE 23,,40.2,3.22,0.0,routed,528.0,approach-review
892830cc4a3ffff,Edgewater Apartment Homes NE 28,,49.8,3.98,0.0,routed,1290.0,approach-review
892830cc4a7ffff,Edgewater Apartment Homes N 11,,50.8,4.07,0.0,routed,1333.0,approach-review
892830cc4afffff,Edgewater Apartment Homes NE 30,,54.6,4.36,0.0,routed,1632.0,approach-review
892830cc4b3ffff,Edgewater Apartment Homes NE 26,,45.7,3.66,0.0,routed,948.0,approach-review
892830cc4b7ffff,Edgewater Apartment Homes NE 24,,46.7,3.74,0.0,routed,1005.0,approach-review
892830cc4bbffff,Edgewater Apartment Homes NE 29,,48.5,3.88,0.0,routed,1172.0,approach-review
892830cc503ffff,Pittsburg NE 33,,59.3,4.75,0.0,routed,1984.0,approach-review
