h3,name,holc,access_min,access_km,street_m,access_src,access_snap_m,access_quality
892830d2937ffff,Old Ranch Summit NW 4,,24.9,1.99,836.0,routed,133.0,approach-review
892830d293bffff,Old Ranch Summit N,,23.4,1.87,0.0,routed,367.0,approach-review
892830d2943ffff,Old Ranch Estates NE 2,,14.4,1.16,681.0,routed,189.0,approach-review
892830d2947ffff,Old Ranch Estates N 2,,3.4,0.27,311.0,routed,177.0,approach-review
892830d294bffff,Cambridge SW 2,,13.6,1.09,0.0,routed,385.0,approach-review
892830d294fffff,Serena & Cordova SE,,8.3,0.66,1087.0,routed,117.0,approach-review
892830d2953ffff,Old Ranch Estates E,,15.2,1.22,903.0,routed,252.0,approach-review
892830d2957ffff,Old Ranch Estates NE,,14.5,1.16,1411.0,routed,91.0,network-estimate
892830d2963ffff,Serena & Cordova SW,,4.8,0.38,454.0,routed,85.0,network-estimate
892830d2967ffff,Serena & Cordova SW 2,,8.6,0.68,0.0,routed,387.0,approach-review
892830d296bffff,Serena & Cordova S,,9.5,0.76,729.0,routed,82.0,network-estimate
892830d296fffff,Serena & Cordova W,,13.3,1.07,823.0,routed,138.0,approach-review
892830d2973ffff,Old Ranch Estates N 3,,0.9,0.07,0.0,routed,56.0,network-estimate
892830d2977ffff,Old Ranch Estates NW 2,,5.9,0.47,0.0,routed,302.0,approach-review
892830d297bffff,Serena & Cordova S 2,,4.5,0.36,928.0,routed,111.0,approach-review
892830d2983ffff,Fairway Village Apartments N,,1.5,0.12,710.0,routed,87.0,network-estimate
892830d2987ffff,Fairway Village Apartments N 2,,5.4,0.43,748.0,routed,160.0,approach-review
892830d298bffff,Old Ranch Summit S 2,,7.2,0.58,1426.0,routed,91.0,network-estimate
892830d298fffff,Old Ranch Summit S,,8.2,0.66,1374.0,routed,104.0,approach-review
892830d2993ffff,Fairway Village Apartments,,4.1,0.33,1560.0,routed,48.0,network-estimate
892830d2997ffff,Fairway Village Apartments NW,,4.2,0.34,64.0,routed,105.0,approach-review
892830d299bffff,Senior Center Park Gardens,,0.8,0.07,1169.0,routed,29.0,network-estimate
892830d29a3ffff,Old Ranch Summit W 2,,16.5,1.32,906.0,routed,161.0,approach-review
892830d29a7ffff,Old Ranch Summit W 4,,19.5,1.56,732.0,routed,118.0,approach-review
892830d29abffff,Old Ranch Summit W,,14.7,1.17,1425.0,routed,140.0,approach-review
892830d29afffff,Old Ranch Summit W 3,,16.7,1.34,82.0,routed,185.0,approach-review
892830d29b3ffff,Old Ranch Summit SW 2,,11.5,0.92,1068.0,routed,141.0,approach-review
892830d29b7ffff,Old Ranch Summit W 5,,19.3,1.55,936.0,routed,151.0,approach-review
892830d29bbffff,Old Ranch Summit SW,,9.3,0.74,1112.0,routed,131.0,approach-review
892830d29c3ffff,Bent Creek Estates,,20.1,1.61,1733.0,routed,147.0,approach-review
892830d29c7ffff,Old Ranch Estates S,,13.2,1.06,1379.0,routed,116.0,approach-review
892830d29cbffff,Bent Creek Estates NE,,19.5,1.56,1448.0,routed,109.0,approach-review
892830d29cfffff,Old Ranch Estates SE,,18.2,1.45,1862.0,routed,116.0,approach-review
892830d29d3ffff,The Hills at Bent Creek,,19.6,1.57,664.0,routed,199.0,approach-review
892830d29d7ffff,Old Ranch Park,,19.6,1.57,842.0,routed,98.0,network-estimate
892830d29dbffff,Bent Creek Estates E,,24.7,1.98,1689.0,routed,131.0,approach-review
892830d2a23ffff,Waterford S,,36.3,2.9,0.0,routed,437.0,approach-review
892830d2a27ffff,La Sera E,,31.8,2.55,0.0,routed,278.0,approach-review
892830d2a2fffff,Waterford SE,,38.9,3.11,0.0,routed,358.0,approach-review
892830d2a33ffff,Montecito E 2,,35.1,2.8,0.0,routed,351.0,approach-review
892830d2a37ffff,Montecito E,,31.5,2.52,518.0,routed,154.0,approach-review
892830d2aa3ffff,Chantera SE 3,,35.9,2.88,1491.0,routed,171.0,approach-review
892830d2aa7ffff,Chantera SE,,31.6,2.53,1831.0,routed,31.0,network-estimate
892830d2aabffff,Chantera E 2,,37.7,3.01,139.0,routed,290.0,approach-review
892830d2aafffff,Chantera E,,34.6,2.77,896.0,routed,58.0,network-estimate
892830d2ab3ffff,Wallis Ranch NW,,39.2,3.14,0.0,routed,242.0,approach-review
892830d2ab7ffff,Chantera SE 2,,35.4,2.83,576.0,routed,146.0,approach-review
892830d2abbffff,Wallis Ranch,,40.3,3.23,668.0,routed,353.0,approach-review
892830d2b03ffff,Torello,,13.2,1.06,704.0,routed,139.0,approach-review
892830d2b07ffff,Torello NW,,12.4,0.99,0.0,routed,252.0,approach-review
892830d2b0bffff,Coventry N,,22.7,1.81,103.0,routed,281.0,approach-review
892830d2b0fffff,Canadoro SE,,17.3,1.38,328.0,routed,101.0,approach-review
892830d2b13ffff,Wedgewood,,13.3,1.06,1953.0,routed,107.0,approach-review
892830d2b17ffff,Cambridge,,8.1,0.65,1776.0,routed,87.0,network-estimate
892830d2b1bffff,Coventry,,20.7,1.66,1874.0,routed,92.0,network-estimate
892830d2b23ffff,Ambridge,,12.7,1.01,721.0,routed,103.0,approach-review
892830d2b27ffff,Valencia,,8.6,0.69,1896.0,routed,73.0,network-estimate
892830d2b2bffff,Canyon Oaks,,15.8,1.27,2016.0,routed,53.0,network-estimate
892830d2b2fffff,Ambridge N,,14.8,1.19,949.0,routed,27.0,network-estimate
892830d2b33ffff,Mill Creek,,9.5,0.76,1464.0,routed,140.0,approach-review
892830d2b37ffff,Valencia S,,3.0,0.24,1279.0,routed,88.0,network-estimate
892830d2b3bffff,Canadoro,,15.6,1.24,2418.0,routed,100.0,network-estimate
892830d2b43ffff,Lunaria S,,29.8,2.39,382.0,routed,138.0,approach-review
892830d2b47ffff,Lunaria SW,,23.9,1.91,232.0,routed,211.0,approach-review
892830d2b4bffff,Waterford,,34.1,2.73,1981.0,routed,168.0,approach-review
892830d2b4fffff,Lunaria,,29.7,2.38,2323.0,routed,68.0,network-estimate
892830d2b53ffff,La Sera NE,,27.5,2.2,1299.0,routed,178.0,approach-review
892830d2b57ffff,Coventry E,,24.1,1.92,588.0,routed,140.0,approach-review
892830d2b5bffff,Waterford SW,,34.1,2.73,1064.0,routed,96.0,network-estimate
892830d2b63ffff,Wyngate,,24.3,1.95,2231.0,routed,84.0,network-estimate
892830d2b67ffff,Taramea,,21.6,1.72,1953.0,routed,56.0,network-estimate
892830d2b6bffff,Belrose,,29.0,2.32,802.0,routed,54.0,network-estimate
892830d2b6fffff,Fiore,,25.3,2.02,1154.0,routed,85.0,network-estimate
892830d2b73ffff,Windemere,,20.2,1.62,1234.0,routed,84.0,network-estimate
892830d2b77ffff,Amberley,,17.9,1.43,2386.0,routed,77.0,network-estimate
892830d2b7bffff,Wyngate SE,,25.6,2.05,1751.0,routed,80.0,network-estimate
892830d2b83ffff,Barcella S,,20.1,1.61,443.0,routed,290.0,approach-review
892830d2b87ffff,Cambridge SW,,8.8,0.71,245.0,routed,232.0,approach-review
892830d2b8bffff,Chambray,,19.3,1.54,1503.0,routed,90.0,network-estimate
892830d2b8fffff,Barcella,,10.2,0.82,1409.0,routed,167.0,approach-review
892830d2b9bffff,Chambray S,,23.0,1.84,0.0,routed,234.0,approach-review
892830d2ba3ffff,Deer Creek,,0.6,0.05,641.0,routed,14.0,network-estimate
892830d2ba7ffff,Deer Creek NW,,4.0,0.32,0.0,routed,163.0,approach-review
892830d2babffff,Mill Creek S,,3.8,0.3,1022.0,routed,198.0,approach-review
892830d2bafffff,Dougherty Valley,,3.4,0.27,544.0,routed,140.0,approach-review
892830d2bb3ffff,Deer Creek S,,7.5,0.6,604.0,routed,160.0,approach-review
892830d2bb7ffff,Deer Creek SW,,4.4,0.35,49.0,routed,60.0,network-estimate
892830d2bbbffff,Cambridge W,,4.8,0.38,589.0,routed,68.0,network-estimate
892830d2bc3ffff,Montecito,,23.3,1.87,2289.0,routed,109.0,approach-review
892830d2bc7ffff,San Ramon Sports Park,,18.5,1.48,1434.0,routed,60.0,network-estimate
892830d2bcbffff,La Sera SE,,27.6,2.21,1874.0,routed,192.0,approach-review
892830d2bcfffff,La Sera,,24.6,1.97,1524.0,routed,96.0,network-estimate
892830d2bd3ffff,Chantera,,25.9,2.07,1173.0,routed,125.0,approach-review
892830d2bd7ffff,Emory,,21.4,1.71,1277.0,routed,159.0,approach-review
892830d2bdbffff,Chantera NE,,27.0,2.16,2346.0,routed,87.0,network-estimate
892830d2d23ffff,Easthampton,,6.6,0.53,2294.0,routed,82.0,network-estimate
892830d2d27ffff,Easthampton W,,1.2,0.09,2050.0,routed,32.0,network-estimate
892830d2d2bffff,Fairway Village Apartments SE,,3.6,0.29,1121.0,routed,116.0,approach-review
892830d2d2fffff,Easthampton NE,,5.6,0.44,1365.0,routed,49.0,network-estimate
892830d2d37ffff,Village Parkway NW,,6.3,0.51,1879.0,routed,77.0,network-estimate
892830d2d3bffff,Village Parkway,,14.0,1.12,1491.0,routed,116.0,approach-review
892830d2d63ffff,Amador Lakes Apartments NE,,5.0,0.4,0.0,routed,316.0,approach-review
892830d2d67ffff,Amador Lakes Apartments N,,3.9,0.31,1301.0,routed,163.0,approach-review
892830d2d6bffff,The Hills at Bent Creek S,,23.5,1.88,381.0,routed,345.0,approach-review
892830d2d6fffff,The Hills at Bent Creek W,,4.4,0.35,0.0,routed,250.0,approach-review
892830d2d77ffff,Amador Lakes Apartments,,10.7,0.86,840.0,routed,58.0,network-estimate
892830d2d7bffff,The Hills at Bent Creek S 2,,17.6,1.4,133.0,routed,350.0,approach-review
892830d44c3ffff,California Chateau at Danville Ranch SW,,20.0,1.6,0.0,routed,302.0,approach-review
892830d44d3ffff,The Preserve NW,,8.8,0.7,0.0,routed,271.0,approach-review
892830d44d7ffff,The Preserve NW 2,,15.7,1.26,0.0,routed,432.0,approach-review
892830d44dbffff,California Chateau at Danville Ranch S,,22.2,1.78,149.0,routed,222.0,approach-review
892830d6203ffff,The Preserve SW 6,,10.6,0.85,831.0,routed,212.0,approach-review
892830d6207ffff,The Preserve SW 7,,13.8,1.1,163.0,routed,465.0,approach-review
892830d620bffff,The Preserve SW 4,,5.8,0.46,1696.0,routed,32.0,network-estimate
892830d620fffff,The Preserve SW 5,,4.4,0.35,0.0,routed,227.0,approach-review
892830d6213ffff,The Preserve SW 8,,15.7,1.26,102.0,routed,232.0,approach-review
892830d6217ffff,The Preserve SW 9,,15.8,1.26,246.0,routed,313.0,approach-review
892830d621bffff,The Preserve S 7,,11.0,0.88,1681.0,routed,86.0,network-estimate
892830d6243ffff,The Preserve S 4,,12.2,0.97,2033.0,routed,59.0,network-estimate
892830d6247ffff,The Preserve S 3,,6.8,0.54,1986.0,routed,4.0,network-estimate
892830d624bffff,The Preserve SE 3,,15.6,1.25,1324.0,routed,69.0,network-estimate
892830d624fffff,The Preserve S 2,,14.1,1.13,1027.0,routed,94.0,network-estimate
892830d6253ffff,The Preserve S 6,,16.2,1.3,701.0,routed,69.0,network-estimate
892830d6257ffff,The Preserve S 5,,11.4,0.91,1797.0,routed,71.0,network-estimate
892830d625bffff,The Preserve SE 5,,19.0,1.52,797.0,routed,165.0,approach-review
892830d6263ffff,The Preserve SW,,6.1,0.49,493.0,routed,63.0,network-estimate
892830d6267ffff,The Preserve W 2,,7.3,0.58,354.0,routed,193.0,approach-review
892830d626bffff,The Preserve,,8.1,0.65,1109.0,routed,80.0,network-estimate
892830d626fffff,The Preserve W,,12.9,1.04,0.0,routed,103.0,approach-review
892830d6273ffff,The Preserve SW 2,,1.2,0.1,1383.0,routed,63.0,network-estimate
892830d6277ffff,The Preserve SW 3,,3.8,0.31,190.0,routed,218.0,approach-review
892830d627bffff,The Preserve S,,6.8,0.54,1428.0,routed,19.0,network-estimate
892830d628bffff,The Preserve S 15,,19.3,1.54,0.0,routed,503.0,approach-review
892830d62c3ffff,The Preserve S 12,,24.2,1.94,209.0,routed,301.0,approach-review
892830d62c7ffff,The Preserve S 11,,16.6,1.33,4.0,routed,290.0,approach-review
892830d62cbffff,The Preserve S 10,,17.4,1.39,1861.0,routed,82.0,network-estimate
892830d62cfffff,The Preserve S 8,,12.9,1.03,1031.0,routed,97.0,network-estimate
892830d62d3ffff,Norris Canyon N 2,,29.3,2.34,141.0,routed,284.0,approach-review
892830d62dbffff,The Preserve S 14,,23.2,1.85,935.0,routed,215.0,approach-review
892830d7003ffff,Vista San Ramon NE 2,,19.8,1.58,748.0,routed,177.0,approach-review
892830d7007ffff,Vista San Ramon N 2,,18.6,1.49,682.0,routed,143.0,approach-review
892830d700bffff,Siena Hills NW,,22.5,1.8,267.0,routed,283.0,approach-review
892830d700fffff,Country View SE 2,,18.2,1.45,356.0,routed,146.0,approach-review
892830d7013ffff,Vista San Ramon NE,,15.9,1.27,655.0,routed,91.0,network-estimate
892830d7017ffff,Vista San Ramon N,,11.1,0.89,591.0,routed,185.0,approach-review
892830d701bffff,Siena Hills W,,15.9,1.27,824.0,routed,161.0,approach-review
892830d7023ffff,Country View S,,18.5,1.48,563.0,routed,189.0,approach-review
892830d7027ffff,Country View W,,14.6,1.17,1819.0,routed,75.0,network-estimate
892830d702bffff,Country View E,,17.3,1.39,682.0,routed,141.0,approach-review
892830d702fffff,Country View,,17.8,1.42,1522.0,routed,115.0,approach-review
892830d7033ffff,Country View S 2,,14.1,1.12,100.0,routed,76.0,network-estimate
892830d7037ffff,Country View SW,,13.4,1.07,1191.0,routed,77.0,network-estimate
892830d703bffff,Country View SE,,17.6,1.4,370.0,routed,178.0,approach-review
892830d7043ffff,Siena Hills NE,,19.0,1.52,621.0,routed,152.0,approach-review
892830d7047ffff,Bel Air SW 2,,21.6,1.73,1080.0,routed,190.0,approach-review
892830d704bffff,Bel Air SE,,22.2,1.78,251.0,routed,54.0,network-estimate
892830d704fffff,Bel Air SW,,19.7,1.58,841.0,routed,211.0,approach-review
892830d7053ffff,Siena Hills E,,13.8,1.1,1634.0,routed,94.0,network-estimate
892830d7057ffff,Siena Hills N,,19.3,1.54,455.0,routed,139.0,approach-review
892830d705bffff,Cedar Bridge W,,15.8,1.26,51.0,routed,236.0,approach-review
892830d7063ffff,Country View E 3,,8.9,0.71,797.0,routed,238.0,approach-review
892830d7067ffff,Cobblestone,,6.8,0.54,596.0,routed,129.0,approach-review
892830d706bffff,Canyon Crest S,,6.2,0.49,2011.0,routed,11.0,network-estimate
892830d706fffff,Canyon Crest SW,,1.1,0.09,1300.0,routed,66.0,network-estimate
892830d7073ffff,Bel Air SW 3,,15.2,1.22,293.0,routed,230.0,approach-review
892830d7077ffff,Country View E 2,,13.0,1.04,1448.0,routed,104.0,approach-review
892830d707bffff,Bel Air W,,12.6,1.01,1157.0,routed,110.0,approach-review
892830d7083ffff,San Ramon Central Park,,0.3,0.02,1386.0,routed,17.0,network-estimate
892830d7087ffff,Vista San Ramon SW,,7.9,0.63,0.0,routed,119.0,approach-review
892830d708bffff,Vista San Ramon SE,,6.3,0.5,1334.0,routed,162.0,approach-review
892830d708fffff,Vista San Ramon,,6.8,0.54,1841.0,routed,106.0,approach-review
892830d7093ffff,San Ramon,,0.8,0.06,1243.0,routed,33.0,network-estimate
892830d7097ffff,San Ramon W,,5.6,0.45,510.0,routed,53.0,network-estimate
892830d709bffff,Canyon Woods Apartments,,4.0,0.32,1965.0,routed,95.0,network-estimate
892830d70a3ffff,Bishop Ranch 6/City Village E,,11.7,0.93,64.0,routed,23.0,network-estimate
892830d70a7ffff,Bishop Ranch 6/City Village N,,6.1,0.49,1466.0,routed,33.0,network-estimate
892830d70abffff,Vista San Ramon NW,,13.1,1.05,533.0,routed,91.0,network-estimate
892830d70afffff,Park Central SE,,10.1,0.81,946.0,routed,73.0,network-estimate
892830d70b3ffff,Bishop Ranch 6/City Village SE,,13.3,1.06,779.0,routed,43.0,network-estimate
892830d70b7ffff,Bishop Ranch 6/City Village,,10.0,0.8,2852.0,routed,39.0,network-estimate
892830d70bbffff,Vista San Ramon W,,8.0,0.64,1187.0,routed,101.0,approach-review
892830d70c3ffff,Canyon Lakes N 2,,18.2,1.45,1221.0,routed,20.0,network-estimate
892830d70c7ffff,Vista San Ramon E,,15.0,1.2,1829.0,routed,90.0,network-estimate
892830d70cbffff,Siena Hills SE,,13.5,1.08,1549.0,routed,72.0,network-estimate
892830d70cfffff,Siena Hills,,16.3,1.3,1832.0,routed,148.0,approach-review
892830d70d3ffff,Canyon Lakes NW,,20.4,1.63,1314.0,routed,81.0,network-estimate
892830d70d7ffff,Canyon Lakes NW 2,,18.1,1.45,683.0,routed,151.0,approach-review
892830d70dbffff,Canyon Lakes N,,19.9,1.59,1084.0,routed,138.0,approach-review
892830d7107ffff,California Chateau at Danville Ranch SE 3,,9.8,0.78,733.0,routed,75.0,network-estimate
892830d7113ffff,California Chateau at Danville Ranch SE 5,,15.1,1.21,1009.0,routed,35.0,network-estimate
892830d7117ffff,California Chateau at Danville Ranch SE 4,,10.8,0.86,920.0,routed,40.0,network-estimate
892830d711bffff,Crow Canyon Heights W,,11.9,0.95,1463.0,routed,24.0,network-estimate
892830d7133ffff,California Chateau at Danville Ranch SE,,7.4,0.59,940.0,routed,90.0,network-estimate
892830d7137ffff,California Chateau at Danville Ranch,,7.7,0.62,539.0,routed,110.0,approach-review
892830d7153ffff,Crow Canyon Heights,,17.4,1.4,1581.0,routed,101.0,approach-review
892830d7157ffff,Crow Canyon Heights NW,,14.9,1.19,1379.0,routed,93.0,network-estimate
892830d7183ffff,The Preserve SE 7,,17.4,1.39,1521.0,routed,38.0,network-estimate
892830d7187ffff,The Preserve SE 4,,18.3,1.47,904.0,routed,58.0,network-estimate
892830d718bffff,Bishop Ranch 6/City Village NW 3,,15.4,1.24,858.0,routed,165.0,approach-review
892830d718fffff,The Preserve E 3,,13.9,1.11,1466.0,routed,72.0,network-estimate
892830d7193ffff,Bishop Ranch 6/City Village W 6,,21.0,1.68,739.0,routed,35.0,network-estimate
892830d7197ffff,The Preserve SE 6,,20.3,1.63,1395.0,routed,86.0,network-estimate
892830d719bffff,Bishop Ranch 6/City Village W 5,,17.9,1.43,660.0,routed,34.0,network-estimate
892830d71a3ffff,The Preserve E,,3.3,0.27,1124.0,routed,159.0,approach-review
892830d71a7ffff,The Preserve NE,,5.0,0.4,1241.0,routed,128.0,approach-review
892830d71abffff,California Chateau at Danville Ranch SE 2,,12.4,0.99,344.0,routed,67.0,network-estimate
892830d71afffff,California Chateau at Danville Ranch S 2,,8.3,0.67,0.0,routed,299.0,approach-review
892830d71b3ffff,The Preserve SE 2,,16.8,1.34,1911.0,routed,43.0,network-estimate
892830d71b7ffff,The Preserve SE,,2.6,0.21,925.0,routed,121.0,approach-review
892830d71bbffff,The Preserve E 2,,11.4,0.92,1093.0,routed,59.0,network-estimate
892830d71c3ffff,Park Central NW,,3.6,0.29,995.0,routed,4.0,network-estimate
892830d71c7ffff,Crow Canyon Heights SW 2,,9.4,0.76,1062.0,routed,65.0,network-estimate
892830d71cbffff,Crow Canyon Heights S,,10.7,0.85,1137.0,routed,88.0,network-estimate
892830d71cfffff,Crow Canyon Heights SW,,9.2,0.74,916.0,routed,50.0,network-estimate
892830d71d3ffff,Bishop Ranch 6/City Village NW,,2.4,0.19,347.0,routed,76.0,network-estimate
892830d71d7ffff,Bishop Ranch 6/City Village NW 2,,7.9,0.63,353.0,routed,62.0,network-estimate
892830d71dbffff,Park Central,,3.4,0.27,209.0,routed,66.0,network-estimate
892830d7203ffff,Trevari,,28.1,2.25,2564.0,routed,114.0,approach-review
892830d7207ffff,Portola SW,,27.9,2.23,1027.0,routed,169.0,approach-review
892830d720bffff,Diablo Vista Park,,31.3,2.5,824.0,routed,103.0,approach-review
892830d720fffff,Portola,,33.3,2.66,1666.0,routed,139.0,approach-review
892830d7213ffff,Miravilla,,24.3,1.95,1694.0,routed,87.0,network-estimate
892830d7217ffff,Trevari SW,,27.9,2.24,410.0,routed,160.0,approach-review
892830d721bffff,Alta Mira NW,,26.2,2.09,1726.0,routed,103.0,approach-review
